FacName,FacStreet,FacCity,FacState,FacZip,RegistryID,FacEPARegion,FacSICCodes,FacNAICSCodes,FacCurrSNCFlg,FacQtrsInNC,FacInspectionCount,FacPopDen,FacPercentMinority,FacFormalActionCount,geometry,complete,lon,lat
TEMPLE RECYCLING AND DISPOSAL FACILITY,706 LANDFILL RD,TEMPLE,TX,76501,110007019001,06,,562211 562212,N,0,2,704.37,63.685,0,POINT (-97.30889999999999 31.07982),0,-97.3089,31.07982
TEMPLETON LANDFILL,ROUTE 202,TEMPLETON,MA,01468,110012537184,01,,92411 562212,N,0,0,485.17,7.117,0,POINT (-71.896308 42.364742),0,-71.896308,42.364742
TENCO TRACTOR  INC,7310 PACIFIC AVE,PLEASANT GROVE,CA,95668,110002809480,09,,562212 42183,N,0,0,18.48,24.33,0,POINT (-121.52529 38.77059),0,-121.52529,38.77059
TENSAS PARISH POLICE JURY - TENSAS PARISH SANITARY LANDFILL,"HWY 65 S AT WALKER RD, 5 MI N OF",ST. JOSEPH,LA,71366,110055596564,06,4953,562212,N,0,2,9.58,11.29,1,POINT (-91.240786 31.916239),0,-91.240786,31.916239
TERRACE HEIGHTS LANDFILL AND TRANSFER STATION,7601 ROZA HILL DR,YAKIMA,WA,98901,110005310868,10,4953,562212 92614 562219,N,0,4,291.27,21.897,0,POINT (-120.39197 46.60619),0,-120.39197,46.60619
TEXAS DISPOSAL SYSTEMS INC,3606 FM 1327,BUDA,TX,78610,110034252877,06,,562211 562212,N,0,4,109.0,66.82,0,POINT (-97.75248000000001 30.09862),0,-97.75248,30.09862
TEXOMA AREA SOLID WASTE AUTHORITY LANDFI,25090 STATE HIGHWAY 56,WHITESBORO,TX,76273,110031215888,06,,562212 562211,N,0,0,35.34,6.613,0,POINT (-96.8419 33.6322),0,-96.8419,33.6322
THATCHER STREET LANDFILL,413 THATCHER ST,BROCKTON,MA,02302,110022882013,01,,562212,N,0,0,3229.9,49.755,0,POINT (-70.988739 42.070637),0,-70.988739,42.070637
THE DOW CHEMICAL COMPANY,2314 SALZBURG RD,MIDLAND,MI,48640,110017415215,05,,562212,N,12,36,488.27,9.498,0,POINT (-84.19880000000001 43.583055),0,-84.1988,43.583055
THE RECYCLING CENTER,14852 OLD GUNPOWDER ROAD,LAUREL,MD,20707,110001277877,03,5093 4953,562212,N,0,0,2322.89,73.688,0,POINT (-76.91325999999999 39.09303),0,-76.91326,39.09303
THOMAS COUNTY HOUSEHOLD HAZARDOUS WASTE SITE,1860 COUNTY ROAD #22,COLBY,KS,67701,110044808134,07,,562212,N,0,1,1.49,0.0,0,POINT (-101.061151 39.51036),0,-101.061151,39.51036
THOMAS RANCH PRP GROUP,PALISADES DR AND SERFAS CLUB,CORONA,CA,91720,110013311683,09,,562212,N,0,0,0.0,0.0,0,POINT (-117.563857 33.862352),0,-117.563857,33.862352
THREE RIVERS REGIONAL MSW LANDFILL,9900 ATOMIC RD (RT125ATSRSRD2),AIKEN,SC,29802,110007211141,04,4953,562212,N,0,2,0.0,0.0,0,POINT (-81.734433 33.258457),0,-81.734433,33.258457
"THREE RIVERS SWMA, THREE RIVERS REG LF",1904 PONTOTOC PARKWAY WEST,PONTOTOC,MS,38863,110016777111,04,4953,562212,N,1,3,108.82,24.334,0,POINT (-89.060333 34.287667),0,-89.060333,34.287667
THREE VALLEYS LANDFILL INC,71951 ROAD 396,INDIANOLA,NE,69034,110022576390,07,4953,562212,N,0,0,24.4,3.274,0,POINT (-100.41703 40.24329),0,-100.41703,40.24329
TICABOO LANDFILL,PO BOX 77,PANGUITCH,UT,84759,110032605866,08,4953,562212,N,0,0,0.61,12.5,0,POINT (-112.436673 37.824226),0,-112.436673,37.824226
TIDEWATER LANDFILL LLC - COAST GUARD ROAD SANITARY LANDFILL,266 COAST GUARD RD,VENICE,LA,70091,110062727198,06,4953,562212,N,0,0,0.0,0.0,0,POINT (-89.368167 29.243489),0,-89.368167,29.243489
TIMBER RIDGE LANDFILL,12581 STATE HWY H,RICHWOODS,MO,63071,110020049035,07,4953 1629 4231,562212,N,3,2,33.88,2.268,0,POINT (-90.764359 38.170256),0,-90.764359,38.170256
TIMBERLANDS LANDFILL,22800 HIGHWAY 41,BREWTON,AL,36426,110002436114,04,4953,562212,N,2,5,8.76,2.846,0,POINT (-87.18905599999999 31.256098),0,-87.189056,31.256098
TIMBERLINE ENGRY LLC / TIMBERLINE ENGRY AT OKC LNDFLL,2140 S ROCKWELL AVE,OKLAHOMA CITY,OK,73128,110038044470,06,4953,562212,N,0,0,696.09,47.813,0,POINT (-97.636301 35.442083),0,-97.636301,35.442083
TIPTON COUNTY LANDFILL,229 W 300 S,TIPTON,IN,46072,110012057291,05,4953,562212,N,0,4,242.83,3.895,0,POINT (-86.016505 40.26169),0,-86.016505,40.26169
TOA ALTA MUNICIPAL LANDFILL (VERTEDERO MUNICIPAL),PR-165 KM 8.2 BO CONTORNO,TOA ALTA,PR,00954,110040514397,02,4953,562212,N,6,6,1652.42,99.545,4,POINT (-66.26392 18.370711),0,-66.26392,18.370711
TOLAND ROAD LANDFILL,3500 NORTH TOLAND ROAD,SANTA PAULA,CA,93060,110012693932,09,4953,562212 562920,N,3,6,20.41,61.759,4,POINT (-118.996373 34.405411),0,-118.996373,34.405411
TOLLGATE LANDFILL,TOLL GATE ROAD,BEL AIR,MD,21014,110064190575,03,4953,562212,N,0,0,1925.23,10.879,0,POINT (-76.367222 39.528333),0,-76.367222,39.528333
TOMOKA FARMS RD LANDFILL,1990 TOMOKA FARMS RD,DAYTONA BEACH,FL,32124,110009075491,04,4953,562212,N,0,1,626.6,14.585,0,POINT (-81.07639 29.128612),0,-81.07639,29.128612
TOMOKA FARMS ROAD LANDFILL ADMIN. BUILDING,1990 TOMOKA FARMS RD,PORT ORANGE,FL,32128,110070073718,04,4953,562212,N,0,0,706.71,15.861,0,POINT (-81.07505 29.13194),0,-81.07505,29.13194
TONAWANDA COKE,150 FILLMORE AVENUE,TONAWANDA,NY,14150,110004417845,02,,562212,N,0,0,3122.16,6.846,0,POINT (-78.87114 43.0187),0,-78.87114,43.0187
TONKOVICH TRUCKING CO.,56921 FERRY LANDING ROAD,SHADYSIDE,OH,43947,110007156763,05,,562212,N,0,0,566.12,2.903,0,POINT (-80.764816 39.917262),0,-80.764816,39.917262
TOOELE,NONE,NONE,UT,NONE,110030924141,08,4953,562212,N,0,0,1147.06,17.202,0,POINT (-112.29929 40.531065),0,-112.29929,40.531065
TORRINGTON LANDFILL,VISTA DR,TORRINGTON,CT,06790,110001172169,01,,562212,N,0,0,1073.28,15.74,0,POINT (-73.124 41.782),0,-73.124,41.782
TOWN OF COLONIE LANDFILL,1319 NEW LOUDON RD,COHOES,NY,12047,110001564584,02,4953 4212 5093,562212 22132,N,7,7,1374.08,10.61,0,POINT (-73.729237 42.808208),0,-73.729237,42.808208
TOWN OF NORTH HEMPSTEAD PORT WASHINGTON LANDFILL,802 W SHORE RD,PORT WASHINGTON,NY,11050,110004389331,02,,562212,N,0,1,3219.54,22.272,0,POINT (-73.666661 40.81805),0,-73.666661,40.81805
TOWN OF SHAFTSBURY LANDFILL AND RECYCLING,536 NORTH RD,SHAFTSBURY,VT,05262,110024830539,01,,562111 562112 562212,N,0,1,111.06,3.474,0,POINT (-73.1982 42.96547),0,-73.1982,42.96547
TOWN OF SPRINGFIELD - MUNICIPAL LANDFILL,"1 MILE SE OF SPRINGFIELD, CO",SPRINGFIELD AREA,CO,81073,110064528505,08,4953,562212,N,0,1,0.0,0.0,0,POINT (-102.611454 37.40516),0,-102.611454,37.40516
TOWNSEND TRANSFER STATION,N CEDAR ST,TOWNSEND,MT,59644,110024437117,08,,562212,N,0,0,100.11,6.659,0,POINT (-111.51898 46.3228),0,-111.51898,46.3228
TRANS JORDAN LANDFILL,10873 SOUTH 7200 WEST,SOUTH JORDAN,UT,84095,110012148309,08,4953,562212 562920,N,0,6,520.25,19.449,0,POINT (-112.055531 40.558016),0,-112.055531,40.558016
TRANSAMERICAN WASTE CENTRAL LANDFILL INC,8680 HWY 11 NORTH,MCNEILL,MS,39457,110002327376,04,4953,562212,N,0,4,36.63,18.434,0,POINT (-89.59375 30.7097),0,-89.59375,30.7097
TRANSAMERICAN WASTE CENTRAL LF,CENTRAL LANDFILL FACILITY,MCNEILL,MS,39457,110043248697,04,4953,562212,N,0,1,39.74,15.059,0,POINT (-89.662662 30.569918),0,-89.662662,30.569918
TRANSFER ONE INC TRANSFER STATION - TS,5113 UCETA RD,TAMPA,FL,33619,110005654737,04,4953,562212 562211 562213 562219,N,0,1,1930.26,79.495,0,POINT (-82.398385 27.957428),0,-82.398385,27.957428
"TRANSIT WASTE, LLC - BONDAD LANDFILL",1500 COUNTY ROAD 310 -318,SOUTHERN UTE RESERVATION,CO,81303,110030748877,08,4953,562212,N,0,3,12.16,17.109,0,POINT (-107.866707 37.05073),0,-107.866707,37.05073
"TRASHHUNTERS INC, LAMAR COUNTY SOLID WASTE MANAGEMENT FACILITIES",133 GRAVEL PIT ROAD,HATTIESBURG,MS,39402,110016769914,04,4953,562212,N,0,0,599.46,33.988,0,POINT (-89.4046 31.32469),0,-89.4046,31.32469
TRC SPENT CATHODE STORAGE VAULT,CENTURY ROAD,RAVENSWOOD,WV,26164,110042088530,03,,562212 56291,N,0,1,51.6,1.42,0,POINT (-81.81847999999999 38.93729),0,-81.81848,38.93729
TRI CITIES RECYCLING & DISPOSAL FACILITY,7010 AUTO MALL PKWY,FREMONT,CA,94538,110002688093,09,4953,562211 562212,N,0,1,1194.98,68.502,0,POINT (-121.98914 37.49548),0,-121.98914,37.49548
TRI CNTY LDFL INC/TRI-COUNTY LANDFILL,159 TCI PARK DR,GROVE CITY,PA,16127,110001212429,03,4953 4212,562219 562111 562920 562212,N,0,1,339.6,6.991,0,POINT (-80.13367100000001 41.143116),0,-80.133671,41.143116
TRI COUNTY INDUSTRIES INC,159 TCI PARK DR,GROVE CITY,PA,16127,110067713898,03,,562111 562212 562112,N,0,0,392.55,6.9,0,POINT (-80.13024900000001 41.144864),0,-80.130249,41.144864
TRI-CITIES ENERGY LANDFILL (POWER PLANT),11630 BEELINE HIGHWAY,SCOTTSDALE,AZ,85256,110013331215,09,4911,221118 562212 221119,N,0,0,925.23,49.263,0,POINT (-111.819534 33.48562),0,-111.819534,33.48562
TRI-CITY RDF,426 NORTH RUTH ROAD,CARSONVILLE,MI,48419,110001848458,05,4953,562212,N,4,3,23.65,6.917,0,POINT (-82.731724 43.436988),0,-82.731724,43.436988
TRI-COMMUNITY RECYCLING AND SANITARY LANDFILL-FORT FAIRFIELD,303 MURPHY RD,FORT FAIRFIELD,ME,04742,110013917280,01,5093,562212,N,6,8,27.31,2.48,0,POINT (-67.90235 46.86159),0,-67.90235,46.86159
TRI-K LANDFILL INC,1905 KENTUCKY HIGHWAY 3249,STANFORD,KY,40484,110014015939,04,4953,562212 562211,N,1,9,72.63,7.254,0,POINT (-84.675556 37.468889),0,-84.675556,37.468889
TRINITY OAKS ENERGY,11340 C F HAWN FWY,DALLAS,TX,75253,110030493428,06,,562212 562211 221122 221119,N,0,2,1855.84,79.519,0,POINT (-96.633183 32.688672),0,-96.633183,32.688672
TULLYTOWN RESOURCE RECOVER FACILITY (TRRF) LANDFILL,200 BORDENTOWN ROAD,TULLYTOWN,PA,19007,110000924251,03,4953,562212,N,1,10,2208.69,18.601,0,POINT (-74.804474 40.133394),0,-74.804474,40.133394
TULSA LFG LLC / AMERICAN ENVIR LNDFLL,212 N 177TH WEST AVE,SAND SPRINGS,OK,74063,110039017391,06,4953,562212 56291,N,0,3,140.8,17.22,0,POINT (-96.18898799999999 36.163345),0,-96.188988,36.163345
"TUNNELL HILL RECLAMATION, LLC",2500 TOWNSHIP ROAD 205 (TUNNEL,NEW LEXINGTON,OH,43764,110039134530,05,4953,562212,N,6,4,137.42,1.827,0,POINT (-82.15825100000001 39.735838),0,-82.158251,39.735838
TURKEY RUN MUNICIPAL SOLID WASTE LANDFILL,GA HWY 54 - WEST LONE OAK,HOGANSVILLE,GA,30230,110040483884,04,4953,562212,N,0,2,39.67,28.751,0,POINT (-84.84892499999999 33.163696),0,-84.848925,33.163696
"TURKEY TROT LANDFILL, LLC",2328 MANNISH RYAN ROAD,CITRONELLE,AL,36522,110043274792,04,4953,562212,N,0,8,25.84,43.154,0,POINT (-88.17364000000001 31.14703),0,-88.17364,31.14703
TURNKEY LANDFILL & RECYCLING,90 ROCHESTER NECK ROAD,ROCHESTER,NH,03839,110034147527,01,2875,562212 562111,N,0,1,413.57,5.954,0,POINT (-70.962177 43.245085),0,-70.962177,43.245085
TURNKEY RECYCLING & ENVIR ENTPR,62 TURNKEY WAY,ROCHESTER,NH,03839,110056323349,01,,562212,N,0,0,388.37,5.965,0,POINT (-70.96494 43.24088),0,-70.96494,43.24088
TURNKEY RECYCLING AND ENVIRONMENTAL ENTERPRIS,36 ROCHESTER NECK RD,ROCHESTER,NH,03839,110043852355,01,,562212,N,0,0,406.58,5.699,0,POINT (-70.97722 43.2493),0,-70.97722,43.2493
TUSCARORA LONG-TERM REGIONAL LANDFILL,7400 OLD HWY 70 WEST,NEW BERN,NC,28562,110038457194,04,4953,562212,N,0,5,28.22,47.831,0,POINT (-77.233583 35.177116),0,-77.233583,35.177116
TWIN BRIDGES RDF,124 E TWIN BRIDGES RD,DANVILLE,IN,46122,110009567012,05,4953,562212,N,0,2,412.36,4.197,0,POINT (-86.50060000000001 39.7507),0,-86.5006,39.7507
TWIN CHIMNEYS LANDFILL,11075 AUGUSTA RD (HWY 25S),HONEA PATH,SC,29654,110040485445,04,,562212,N,0,3,45.82,5.991,0,POINT (-82.3111 34.5388),0,-82.3111,34.5388
TWIN LANDFILL CORP,1CR 205,STEAMBOAT SPRINGS,CO,80487,110022815541,08,,562111 562212 562219,N,0,0,0.0,0.0,0,POINT (-106.829898 40.485954),0,-106.829898,40.485954
TWIN LANDFILL CORP - PHANTOM LANDFILL,N NE SEC 21 T18S R69W 6TH PM,CANON CITY 2.1 MI. E OF,CO,81240,110007353238,08,4953,562212,N,0,1,46.21,48.304,0,POINT (-105.116272 38.468739),0,-105.116272,38.468739
TWIN LANDFILL CORP. - MILNER LANDFILL,SEC 16 21 T6N R86W,STEAMBOAT SPRINGS,CO,80487,110007237622,08,4953,562212,Y,12,5,12.95,12.147,0,POINT (-107.03571 40.470959),0,-107.03571,40.470959
TWIN LANDFILL CORPORATION,20650 COUNTY ROAD 295,STEAMBOAT SPRINGS,CO,80487,110033165660,08,,562212,N,0,0,12.44,10.452,0,POINT (-107.04 40.474444),0,-107.04,40.474444
TWISS ST LANDFILL GAS-ENERGY PROJECT,78 TWISS ST,WESTFIELD,MA,01085,110008419684,01,,562212 221210 92411,N,0,0,1074.65,13.569,0,POINT (-72.745199 42.147413),0,-72.745199,42.147413
U.S. DOE BROOKHAVEN NATL. LAB. - BROOKHAVEN SCIENCE ASSOCIATES,53 BELL AVENUE,UPTON,NY,11973,110000616726,02,8733 4961 8731 9999,54171 541712 541710 221330 921190 562212 61131,N,6,32,635.71,21.159,0,POINT (-72.86958300000001 40.86),0,-72.869583,40.86
UGI DEV CO/HEGINS,99 COMMONWEALTH RD,HEGINS,PA,17938,110040511087,03,4959,562212,N,0,4,0.0,0.0,0,POINT (-76.476343 40.672368),0,-76.476343,40.672368
UINTAH COUNTY LANDFILL,2801 EAST 500 NORTH,VERNAL,UT,84078,110042380786,08,4953,562212,N,0,0,179.61,16.956,0,POINT (-109.474605 40.463961),0,-109.474605,40.463961
UNALASKA LANDFILL,1181 SUMMER BAY ROAD,UNALASKA,AK,99685,110034138305,10,,56211 562212,N,0,0,188.87,65.784,0,POINT (-166.503449 53.886775),0,-166.503449,53.886775
UNIFIED DISPOSAL DISTRICT CLASS II LANDFILL,315 4TH STREET,HAVRE,MT,59501,110070029341,08,,562212,N,1,0,395.94,18.927,0,POINT (-109.67802 48.55036),0,-109.67802,48.55036
UNION CARBIDE CORP,ST RTE 7,MARIETTA,OH,45750,110007706642,05,,562212 56291,N,12,0,296.97,3.68,0,POINT (-81.516667 39.366667),0,-81.516667,39.366667
UNION COUNTY RECYCLING,3083 SMACKOVER HIGHWAY,EL DORADO,AR,71730,110001698459,06,4953,562212,Y,9,4,62.53,13.466,0,POINT (-92.68641700000001 33.324),0,-92.686417,33.324
UNION COUNTY REGIONAL MSW LANDFILL,898 WILDCAT RD,ENOREE,SC,29335,110041033164,04,,562211 562212,N,0,2,17.2,28.958,0,POINT (-81.82089999999999 34.6128),0,-81.8209,34.6128
UNION ENERGY CORP,86 INTERVALE STREET,ATTLEBORO,MA,02703,110024807752,01,,562212,N,0,0,1469.24,15.697,0,POINT (-71.29478899999999 41.933939),0,-71.294789,41.933939
UNION HILL CHURCH ROAD MSW LANDFILL,154 UNION HILL CHURCH,GORDON,GA,31031,110001322701,04,4953,562212,N,0,0,48.65,27.729,0,POINT (-83.33637 32.97036),0,-83.33637,32.97036
UNION PARISH SANITARY LANDFILL,356 LANDFILL ROAD,FARMERVILLE,LA,71241,110013980727,06,,562212,N,0,0,106.92,56.556,0,POINT (-92.39114600000001 32.815452),0,-92.391146,32.815452
UNITED REFUSE LDFL,5000 SMITH RD,FORT WAYNE,IN,46804,110012138846,05,4953,562212,N,0,2,980.1,17.799,0,POINT (-85.20845300000001 41.037617),0,-85.208453,41.037617
UNITED WATER WASTE SERVICES INC,11807 READING ROAD,CINCINNATI,OH,45241,110001988485,05,,562212 56299,N,9,3,1152.69,25.841,0,POINT (-84.4101 39.28778),0,-84.4101,39.28778
UNIVERSITY OF MINNESOTA - ROSEMOUNT,15325 BABCOCK AVE,ROSEMOUNT,MN,55068,110000748521,05,4953,562212,N,0,0,200.33,18.734,0,POINT (-93.072811 44.719439),0,-93.072811,44.719439
UPPER PIEDMONT ENVIRONMENTAL,9650 OXFORD ROAD,ROUGEMONT,NC,27572,110037601217,04,4953,562212,N,0,6,51.64,20.813,0,POINT (-78.832156 36.323782),0,-78.832156,36.323782
UPPER ROCK ISLAND CO. LANDFILL,POST OFFICE BOX 159,EAST MOLINE,IL,61244,110005983481,05,4953,562212 221112,N,12,2,565.91,34.742,0,POINT (-90.379678 41.53668),0,-90.379678,41.53668
UPPER SOUTHWEST RSWMD,319 LANDFILL ROAD,NASHVILLE,AR,71852,110010068050,06,4953,562212,N,4,2,9.46,4.528,0,POINT (-93.84705599999999 34.061667),0,-93.847056,34.061667
UPPER SW AR REGIONAL SOLID WASTE LANDFIL,319 LANDFILL ROAD,NASHVILLE,AR,71852,110043679631,06,,562212,N,0,2,11.8,4.532,0,POINT (-93.84685 34.06097),0,-93.84685,34.06097
US AIR FORCE (EIELSON) / EIELSON AIR FORCE BASE,2310 CENTRAL AVE STE 100,EIELSON AFB,AK,99702,110041255003,10,9711 4911,928110 333913 48811 562112 92811 562212,N,10,14,98.75,24.109,6,POINT (-147.0492 64.67144999999999),0,-147.0492,64.67145
US ARMY - YUMA PROVING GROUND,301 C ST,YUMA,AZ,85365,110039495169,09,9711 8733,928110 51791 48811 562212,N,11,7,21.09,42.883,0,POINT (-114.43973 32.85782),0,-114.43973,32.85782
US ARMY AVIATION CENTER OF EXCELLENCE & FT RUCKER FIRING RNG,HIGHWAY 84 AND HIGHWAY 231,FORT RUCKER,AL,36362,110000719697,04,9711,562112 48819 928110 92811 332813 22132 811111 562212,N,0,17,356.56,35.249,0,POINT (-85.733889 31.337222),0,-85.733889,31.337222
US ARMY FORT WAINWRIGHT,1060 GAFFNEY RD,FORT WAINWRIGHT,AK,99703,110006002707,10,9711,928110 48811 221111 22133 562212 333913,N,8,28,594.8,33.973,7,POINT (-147.621667 64.82166700000001),0,-147.621667,64.821667
US ARMY PUEBLO CHEMICAL DEPOT,45825 E STATE HWY 96,PUEBLO,CO,81006,110000912665,08,3499 4952 1629 9711,92811 999999 562212 928110 332999 921190,Y,7,112,1.95,20.755,1,POINT (-104.32246 38.2925),0,-104.32246,38.2925
US ARMY UMATILLA CHEMICAL DEPOT,CEDAR ST,HERMISTON,OR,97838,110014262715,10,9711 4953,562211 928110 562212,N,5,6,1.83,33.333,2,POINT (-119.45 45.836111),0,-119.45,45.836111
US ARMY YAKIMA TRAINING CENTER,970 FIRING CENTER RD BLDG 1805,YAKIMA,WA,98901,110001855653,10,9711 4173 4952,928110 92811 92614 562212,N,12,6,198.34,19.301,0,POINT (-120.409513 46.674883),0,-120.409513,46.674883
US BATTERY,4624 SOUTHERN PARKEWAY,LOUISVILLE,KY,40214,110039565146,04,,562212,N,0,0,3257.83,38.751,0,POINT (-85.768 38.18293),0,-85.768,38.18293
US ECOLOGY INC,13279 350 E ST,SHEFFIELD,IL,61361,110001824651,05,4953,562212 562211,N,0,2,29.33,6.061,0,POINT (-89.78957200000001 41.332577),0,-89.789572,41.332577
US ECOLOGY MICHIGAN,49350 N. I-94 SERVICE DRIVE,BELLEVILLE,MI,48111,110000497132,05,4953,562211 562212 562998 562219,Y,7,45,1151.8,37.801,3,POINT (-83.52269099999999 42.21917),0,-83.522691,42.21917
US ENERGY BIOGAS CORP,99 DEPOT ROAD,BARRE,MA,01005,110044359896,01,,562212,N,0,0,150.37,5.193,0,POINT (-72.073611 42.388056),0,-72.073611,42.388056
US NAVY - NAVAL WEAPONS STATION - YORKTOWN,200 MAIN ROAD,YORKTOWN,VA,23691,110006910174,03,9711,928110 92811 562212,N,0,3,288.73,53.767,2,POINT (-76.58888899999999 37.245833),0,-76.588889,37.245833
US STEEL MINING (OAK GROVE) LANDFILL,1500 CONCORD MINE ROAD,HUEYTOWN,AL,35023,110001713824,04,,562212 212111,N,0,0,513.33,26.278,0,POINT (-87.03115699999999 33.458434),0,-87.031157,33.458434
US STEEL SOUTH TAYLOR ENVIRONMENTAL PARK,555 DELWAR RD,PITTSBURGH,PA,15236,110001083746,03,,562212 562211,N,0,4,2431.0,8.165,0,POINT (-79.95149499999999 40.350096),0,-79.951495,40.350096
US TVA WIDOWS CREEK FOSSIL PLANT,2800 STEAM PLANT ROAD,STEVENSON,AL,35772,110000604944,04,4911 1629 1459 1499 1623 1541 1731,221112 237990 212399 212325 237130 236210 562212,Y,12,14,68.25,13.864,0,POINT (-85.755278 34.883314),0,-85.755278,34.883314
USA SOUTH HILLS LDFL/ UNION TWP,3100 HILL RD,LIBRARY,PA,15129,110040930534,03,4953,562212,N,0,5,888.37,4.785,0,POINT (-79.98788 40.27764),0,-79.98788,40.27764
USA VALLEY FAC INC/VALLEY LDFL,6015 PLEASANT VALLEY RD,IRWIN,PA,15642,110060064807,03,4953,562212,N,0,4,720.06,3.726,0,POINT (-79.67939 40.385174),0,-79.67939,40.385174
USA VLY FAC INC,PLEASANT VALLEY RD,IRWIN,PA,15642,110010262107,03,4953,562212,N,0,2,751.44,3.832,0,POINT (-79.673934 40.387568),0,-79.673934,40.387568
USA WASTE OF VIRGINIA LANDFILLS - BETHEL,100 NORTH PARK LANE,HAMPTON,VA,23666,110001908589,03,,562212,N,0,3,2988.81,50.314,0,POINT (-76.42688 37.07206),0,-76.42688,37.07206
USAF COLD BAY LRRS,GRANT POINT RD,COLD BAY,AK,99571,110006878860,10,,56121 562212 92811,N,0,0,6.54,27.619,0,POINT (-162.708333 55.208333),0,-162.708333,55.208333
USAF LRRS CAPE LISBURNE,CAPE LISBURNE AFS,CAPE LISBURNE,AK,99766,110014414160,10,4952,48811 92811 56121 562212 928110,N,4,1,1.42,0.0,0,POINT (-166.110363 68.87307800000001),0,-166.110363,68.873078
USAF LRRS TIN CITY,NW OF TOWN,TIN CITY,AK,99783,110056419193,10,,928110 92811 562212 56121 48811,N,0,1,0.78,83.333,0,POINT (-168.010086 65.575394),0,-168.010086,65.575394
UWHARRIE ENVIRONMENTAL INCORPORATED,500 LANDFILL ROAD,MOUNT GILEAD,NC,27306,110009853532,04,9999 4953,562212,N,0,6,44.77,31.886,0,POINT (-79.96474000000001 35.3338),0,-79.96474,35.3338
UWL/RICHLAND CREEK ROAD SANITARY LANDFILL,5691 SOUTH RICHLAND CREEK ROAD NORTHEAST,BUFORD,GA,30518,110013947435,04,4953,562212,N,0,6,1329.62,37.8,0,POINT (-84.037068 34.126966),0,-84.037068,34.126966
VALENCIA REGIONAL LANDFILL AND RECYCLING FACILITY,600 LANDFILL RD,LOS LUNAS,NM,87031,110022722222,06,,562212,N,0,1,0.0,0.0,0,POINT (-107.040296 34.720109),0,-107.040296,34.720109
"VALERO TERRESTRIAL CORPORATION, COLLIERS",HARMON CREEK RD   1 MI S OF 22,COLLIERS,WV,26035,110007894001,03,4953,562212,N,0,4,958.62,15.909,0,POINT (-80.57833100000001 40.380554),0,-80.578331,40.380554
VALLEY CITY,254 2ND AVE NE,VALLEY CITY,ND,58072,110022362904,08,4952,221320 221310 562212,N,7,10,189.92,5.622,0,POINT (-98.031346 46.891984),0,-98.031346,46.891984
VALLEY LANDFILL,SOUTH GLENDALE UTAH,KANAB,UT,84741,110032610155,08,4953,562212,N,0,0,24.61,3.618,0,POINT (-112.608821 37.29915),0,-112.608821,37.29915
VALLEY TRAIL RECYCLING &AMP; DISPOSAL FACILITY,RTE 2 - SOUTH WILLARD ROAD,BERLIN,WI,54923,110043804121,05,4953,562212,N,0,2,227.02,9.646,0,POINT (-88.90639899999999 43.95997),0,-88.906399,43.95997
VALLEY VIEW LANDFILL,300 HIGHWAY 518,EAST HELENA,MT,59635,110043811621,08,4953,562212,N,0,0,244.47,8.479,0,POINT (-111.90459 46.56937),0,-111.90459,46.56937
VANDENBERG AFB,HWY 1,LOMPOC,CA,93437,110010627919,09,9711 3761 3760,562212 928110 48811 92811 927110 221310 336414 54171,N,6,5,116.68,40.233,5,POINT (-120.533 34.733),0,-120.533,34.733
VASCO ROAD SANITARY LANDFILL,4001 N VASCO RD,LIVERMORE,CA,94551,110009544671,09,4953,562211 517210 562212,N,5,5,368.4,37.267,0,POINT (-121.7229 37.7531),0,-121.7229,37.7531
VEIT CO - ROGERS,15301 140TH AVE SE,BECKER,MN,55308,110008735814,05,,562212,N,0,0,104.62,4.68,0,POINT (-93.869444 45.351389),0,-93.869444,45.351389
VENICE PARK DEVELOPMENT LANDFILL,9536 E LENNON RD,LENNON,MI,48449,110034152413,05,4953,562212 562219 56291,N,1,5,96.5,6.07,0,POINT (-83.97625600000001 42.984898),0,-83.976256,42.984898
VEOLIA ES ARBOR HILLS LANDFILL INC,10690 W  6 MILE ROAD,NORTHVILLE,MI,48168,110015815402,05,,562212,N,0,0,547.26,20.668,0,POINT (-83.55624899999999 42.406821),0,-83.556249,42.406821
VEOLIA ES CHESTNUT VALLEY LDFL,1184 MCCLELLANDTOWN RD,MCCLELLANDTOWN,PA,15458,110043795872,03,4953,562212,N,1,4,192.47,7.127,0,POINT (-79.83775 39.89246),0,-79.83775,39.89246
VEOLIA ES CRANBERRY CREEK LANDFILL,2510 ENGEL RD,WISCONSIN RAPIDS,WI,54495,110043581317,05,,562212 562119,N,0,2,512.43,9.214,0,POINT (-89.854855 44.4093),0,-89.854855,44.4093
VEOLIA ES EMERALD PARK LANDFILL,W124 S10629 S 124TH,MUSKEGO,WI,53150,110005509306,05,4953,562212,N,0,3,165.93,7.337,0,POINT (-88.07639 42.849682),0,-88.07639,42.849682
VEOLIA ES GLACIER RIDGE LANDFILL,N7296 HWY V,HORICON,WI,53032,110040959558,05,4953,562212,N,0,2,191.89,4.601,0,POINT (-88.55413900000001 43.459531),0,-88.554139,43.459531
VEOLIA ES HOOSIER LANDFILL,2710 EAST 800 SOUTH,CLAYPOOL,IN,46510,110037595037,05,4953,562212,N,0,3,45.42,3.399,0,POINT (-85.785 41.119),0,-85.785,41.119
